編號,詞,TF,DF
179,公尺,9807,1894
180,完成,9765,7008
181,協助,9742,6733
182,在台,9674,7147
183,以來,9660,7744
184,接受,9655,7462
185,除了,9631,8217
186,方式,9630,7465
187,設計,9602,4829
188,雨或,9572,892
189,外交,9527,4253
190,價格,9514,5224
191,執行,9513,6893
192,參與,9468,6352
193,決定,9464,7042
194,許多,9435,7573
195,半年,9424,5082
196,交通,9419,4532
197,網路,9399,5190
198,以上,9392,6978
199,這些,9354,7102
200,加上,9332,7757
201,政治,9326,5601
202,的人,9292,6853
203,無法,9290,7302
204,通過,9277,6298
205,方面,9273,6940
206,必須,9268,7048
207,也是,9250,8050
208,或雷,9197,745
209,這個,9178,6825
210,高雄,9177,4710
211,客戶,9116,4351
212,品牌,9101,4170
213,經理,9076,6557
214,利率,9074,4158
215,獲利,9054,4872
216,發現,9048,6420
217,以下,9039,3068
218,共同,8992,6706
219,應該,8980,6571
220,需要,8977,6960
221,銷售,8927,4643
222,部長,8764,6149
223,特別,8748,6807
224,這是,8744,7292
225,民國,8726,4769
226,維持,8725,6439
227,受到,8708,7279
228,最高,8690,6549
229,年的,8690,6823
230,進入,8662,6770
231,更多,8619,7014
232,預計,8613,6641
233,鴻海,8607,2062
234,積極,8607,6735
235,昨天,8563,6273
236,雖然,8544,7400
237,環境,8508,5857
238,分析,8507,6333
239,組織,8487,5178
240,不同,8468,6455
241,業務,8452,4844
242,規定,8366,5180
243,目標,8337,5919
244,今日,8295,5410
245,舉辦,8294,6218
246,期間,8294,6399
247,開發,8267,4803
248,都是,8224,6948
249,股價,8221,4413
250,他說,8215,6482
251,年來,8209,6854
252,資金,8195,4657
253,資料,8188,5308
254,選人,8134,4838
255,內容,8118,6291
256,另外,8109,7346
257,大家,8074,5474
258,說明,8058,6169
259,金額,8051,4838
260,事件,8041,5134
261,提升,7995,6040
262,平均,7985,4584
263,此外,7983,7300
264,員工,7976,3451
265,一步,7975,6769
266,還有,7973,6768
267,印度,7966,1908
268,創新,7951,4561
269,討論,7941,5559
270,減少,7918,5244
271,法人,7887,4684
272,外資,7887,3110
273,預估,7852,5220
274,最後,7851,6342
275,聯合,7843,4823
276,日前,7828,6660
277,民主,7822,4498
278,至於,7820,6791
279,這次,7814,5959
280,的是,7809,6750
281,獲得,7798,5999
282,非常,7791,5888
283,雲局,7776,680
284,中浪,7776,667
285,申請,7750,3921
286,新聞,7740,5564
287,所有,7737,6223
288,生活,7704,5002
289,經營,7701,4642
290,雨區,7631,553
291,主席,7626,4574
292,大的,7625,6457
293,生產,7623,4386
294,建議,7586,5392
295,成交,7581,3908
296,整體,7573,5754
297,民幣,7559,2870
298,人士,7557,5262
299,資訊,7555,4977
300,東北,7546,1838
301,商品,7495,3650
302,參加,7481,5249
303,費者,7439,4039
304,夏普,7432,941
305,觀光,7412,2870
306,出席,7386,5465
307,億美,7381,3772
308,地方,7350,4958
309,發言,7340,5727
310,香港,7332,2976
311,蘋果,7326,2490
312,個人,7304,5223
313,雙方,7300,4534
314,電視,7266,3668
315,相當,7265,6189
316,雲短,7262,490
317,當地,7249,5034
318,開放,7213,4360
319,桃園,7210,3366
320,了解,7181,5724
321,歷史,7179,4755
322,可望,7156,4975
323,浪高,7154,307
324,區陣,7149,393
325,情況,7145,5906
326,政部,7142,3503
327,還是,7138,5730
328,不能,7126,5353
329,黨團,7125,2268
330,解決,7112,4882
331,發表,7098,5455
332,甚至,7049,6019
333,也有,7041,6173
334,股市,7039,3855
335,北風,7022,837
336,很多,7017,5308
337,國防,6977,2787
338,歐洲,6970,3805
339,小浪,6964,585
340,資人,6954,3755
341,規劃,6926,4846
342,亞洲,6904,4049
343,旅客,6894,2722
344,團隊,6865,4171
345,上漲,6863,3818
346,為了,6860,5757
347,成立,6850,4875
348,單位,6834,4944
349,正式,6829,5538
350,發布,6795,5810
351,部陣,6764,551
352,擔任,6762,4703
353,華民,6751,3438
354,規模,6720,4925
355,機構,6713,4529
356,召開,6707,5206
357,第二,6702,5293
358,繼續,6699,5479
359,是一,6671,5490
360,改革,6666,2928
361,穩定,6661,5002
362,暫陣,6659,616
363,機場,6657,2522
364,統計,6646,5085
365,議題,6628,4603
366,來的,6621,5732
367,公開,6605,4317
368,官員,6591,4235
369,時多,6590,1147
370,國人,6582,4412
371,人的,6579,5367
372,小時,6551,4546
373,分別,6550,5492
374,大浪,6540,609
375,帶動,6534,4913
376,進一,6520,5695
377,競爭,6515,4476
378,製造,6470,3717
379,學校,6442,3167
380,選擇,6429,4743
381,也不,6429,5581
382,旅遊,6413,2765
383,狀況,6410,5110
384,平台,6392,3632
385,調整,6385,4348
386,一定,6379,5044
387,台南,6377,2994
388,風險,6366,3989
389,金管,6364,2299
390,全國,6358,4406
391,總經,6347,4684
392,管會,6340,2291
393,選舉,6334,3104
394,合併,6327,3084
395,委會,6321,3134
396,的一,6317,5506
397,什麼,6278,4513
398,長期,6248,4933
399,工業,6247,3650
400,應用,6245,3338
401,有一,6213,5313
402,同期,6207,3386
403,台中,6201,2876
404,者會,6200,5058
405,級以,6160,741
406,時代,6160,3812
407,股東,6156,2945
408,出貨,6156,2497
409,天表,6141,5950
410,黨立,6140,3742
411,明年,6139,3831
412,供應,6132,3714
413,如何,6128,4877
414,邀請,6123,4467
415,國會,6106,3123
416,事業,6098,3522
417,導致,6093,5070
418,業績,6086,3346
419,的國,6058,4913
420,新高,6058,3806
421,取得,6051,4407
422,當時,6042,4635
423,之後,6023,5240
424,上的,5991,5202
425,只要,5990,4840
426,任何,5988,4754
427,林全,5980,2127
428,準備,5954,4760
429,數據,5952,3937
430,現場,5951,4311
431,每股,5943,3262
432,一次,5942,4814
433,前往,5940,4500
434,年同,5931,3262
435,國的,5931,4481
436,協會,5923,3553
437,不要,5919,4388
438,嚴重,5914,4654
439,擴大,5907,4645
440,將在,5878,5098
441,下跌,5864,3312
442,雲時,5854,920
443,南韓,5842,2138
444,財政,5836,2776
445,能力,5814,4284
446,努力,5804,4529
447,年增,5784,3329
448,專業,5782,3909
449,有關,5748,4770
450,工程,5748,2935
451,醫療,5745,2631
452,成功,5734,4457
453,市長,5719,3483
454,保險,5717,1878
455,廠商,5709,3308
456,勞工,5703,2077
457,來自,5680,4649
458,主管,5675,4010
459,警方,5671,2564
460,勞動,5668,2190
461,團體,5649,3426
462,言人,5644,4673
463,面對,5607,4558
464,南海,5603,1670
465,東南,5572,2660
466,灣的,5563,4061
467,呼籲,5560,4395
468,面板,5555,1420
469,健康,5547,3255
470,方案,5526,3431
471,有機,5523,4287
472,這樣,5521,4385
473,副總,5519,3912
474,出的,5518,4852
475,上市,5518,3460
476,的新,5485,4705
477,觀察,5471,4361
478,交流,5468,3180
479,業的,5461,4266
480,注意,5445,3955
481,會有,5441,4669
482,年度,5436,3642
483,海外,5422,3129
484,標準,5422,3545
485,溝通,5421,3399
486,要的,5418,4621
487,臉書,5408,3361
488,這項,5404,4076
489,只有,5400,4573
490,一起,5395,4217
491,領域,5374,3736
492,人數,5374,3430
493,央行,5370,2388
494,研發,5368,3088
495,措施,5359,3843
496,長林,5356,4609
497,結合,5355,3713
498,近期,5335,4353
499,之一,5330,4704
500,新的,5323,4272
501,基本,5323,3815
502,最新,5320,4578
503,歐盟,5308,1666
504,交部,5282,2456
505,連續,5270,4152
506,貿易,5270,2614
507,自由,5255,3313
508,資源,5254,3650
509,有人,5252,4013
510,協商,5252,2688
511,所以,5251,4353
512,大幅,5233,4376
513,提高,5232,4115
514,回應,5227,4193
515,颱風,5223,1954
516,新政,5217,3178
517,作為,5214,4397
518,只是,5195,4458
519,傳統,5184,3687
520,候選,5173,2815
521,外界,5170,4170
522,引發,5162,4486
523,好的,5160,4246
524,攻擊,5156,2493
525,網站,5144,3863
526,空間,5140,3831
527,為主,5133,4293
528,證券,5129,2540
529,策略,5126,3779
530,紐約,5123,2758
531,年前,5118,4226
532,天在,5118,4803
533,聲明,5100,3246
534,年底,5098,3941
535,城市,5096,2655
536,南風,5095,800
537,出口,5084,2356
538,太平,5076,2056
539,年輕,5071,3042
540,遊戲,5061,1743
541,也會,5058,4422
542,吸引,5051,4103
543,資產,5048,2822
544,日圓,5041,1770
545,汽車,5040,2350
546,北京,5039,2596
547,過程,5032,4041
548,地震,5032,1983
549,明顯,5030,4163
550,和平,5028,2520
551,改善,5026,3599
552,當選,5019,3448
553,年第,5017,3330
554,區域,5009,3389
555,價值,5004,3568
556,暫雨,5002,405
557,階段,4995,3655
558,看到,4989,4009
559,運動,4962,2632
560,將於,4952,4260
561,利用,4948,3901
562,成本,4943,3397
563,設備,4930,2922
564,濟部,4918,2614
565,才能,4911,4183
566,法國,4903,2196
567,力量,4897,2958
568,責任,4894,3349
569,意見,4893,3634
570,共識,4892,2860
571,關注,4891,4229
572,來台,4889,2831
573,爭議,4887,3363
574,的時,4885,4069
575,是在,4882,4353
576,有效,4873,4221
577,達到,4872,4048
578,不僅,4867,4316
579,機關,4840,3134
580,受訪,4839,3810
581,行的,4834,4174
582,營業,4827,2659
583,國國,4827,3865
584,挑戰,4820,3660
585,負責,4818,3848
586,浪轉,4818,655
587,不少,4808,4040
588,日起,4805,3730
589,面臨,4796,3993
590,萬人,4796,3036
591,功能,4794,3078
592,一年,4787,3760
593,也將,4778,4203
594,氣象,4773,2076
595,擁有,4771,3941
596,議員,4768,2531
597,加入,4761,3484
598,華航,4758,1150
599,女性,4757,2032
600,金會,4746,2460
601,都有,4746,4286
602,因應,4732,3919
603,的大,4719,4146
604,股票,4714,2463
605,每年,4712,3737
606,旗下,4712,3660
607,實施,4707,3156
608,經驗,4703,3662
609,司法,4702,2226
610,的政,4699,3650
611,他的,4698,3546
612,趨勢,4693,3633
613,知道,4693,3752
614,元的,4690,3831
615,藝術,4684,1709
616,修正,4683,2915
617,基礎,4682,3536
618,事會,4680,2998
619,會的,4662,3866
620,北韓,4658,915
621,漲幅,4651,2705
622,社報,4649,4180
623,醫院,4646,2266
624,菲律,4638,1855
625,律賓,4636,1855
626,支付,4631,1738
627,中的,4628,4078
628,同意,4625,3315
629,南部,4600,2579
630,的機,4590,3833
631,作業,4586,3038
632,不斷,4581,3880
633,壓力,4580,3438
634,對此,4576,4156
635,希拉,4568,1237
636,人才,4566,2364
637,的重,4560,4015
638,改變,4555,3581
639,高達,4553,3784
640,表達,4553,3560
641,的經,4551,3732
642,投票,4549,2015
643,消息,4544,3511
644,會主,4533,3580
645,防部,4526,1920
646,拉蕊,4520,1219
647,辦理,4513,3110
648,明天,4513,2886
649,隨著,4503,3933
650,下半,4502,2900
651,法律,4500,3014
652,月底,4498,3518
653,確定,4496,3715
654,保護,4496,3150
655,一直,4489,3882
656,收購,4487,1593
657,蔡總,4478,1666
658,電信,4474,1741
659,海面,4474,1136
660,較去,4472,2673
661,整合,4468,2975
662,場的,4466,3778
663,全面,4463,3573
664,食品,4460,1943
665,家庭,4459,2692
666,能源,4453,2108
667,直接,4444,3637
668,的事,4440,3682
669,全台,4432,3196
670,第三,4429,3464
671,符合,4428,3602
672,比較,4424,3472
673,越南,4418,1404
674,樣的,4415,3676
675,原本,4413,3816
676,加強,4407,3438
677,紀錄,4405,3115
678,台積,4392,1748
679,大會,4390,2700
680,育部,4385,1686
681,尤其,4385,3953
682,電腦,4380,2560
683,北部,4371,2062
684,關鍵,4368,3459
685,行為,4367,3041
686,建立,4361,3411
687,協議,4361,2430
688,投入,4356,3344
689,重大,4354,3480
690,印尼,4351,1322
691,積電,4339,1738
692,程序,4334,3031
693,至今,4332,3852
694,稅後,4323,2037
695,央社,4321,4046
696,新加,4313,2131
697,一般,4313,3545
698,至少,4308,3606
699,的方,4304,3713
700,相對,4299,3472
701,是台,4295,3576
702,優惠,4284,2196
703,但是,4283,3576
704,原因,4264,3614
705,陸續,4258,3741
706,展開,4255,3647
707,權益,4251,3011
708,主委,4218,2796
709,加坡,4217,2047
710,對台,4215,3148
711,機制,4191,2868
712,各地,4187,3160
713,制度,4176,2626
714,們的,4165,3263
715,辦公,4148,2871
716,的民,4147,3357
717,因素,4146,3402
718,實際,4144,3619
719,數位,4143,1953
720,來看,4141,3497
721,主任,4139,3334
722,抗議,4137,2365
723,另一,4137,3760
724,脫歐,4130,1584
725,再度,4126,3558
726,之間,4126,3105
727,不到,4126,3573
728,能夠,4121,3342
729,配合,4107,3451
730,降低,4103,3361
731,通部,4101,2051
732,英九,4091,2046
733,日在,4089,3738
734,的問,4085,3333
735,有的,4085,3500
736,油價,4075,1886
737,馬英,4071,2047
738,新北,4070,2396
739,的台,4069,3375
740,避免,4067,3400
741,審查,4067,2354
742,轉型,4064,2359
743,市政,4059,2834
744,大選,4057,2693
745,併營,4056,2135
746,完全,4052,3330
747,現金,4045,2301
748,之前,4043,3650
749,評估,4039,2939
750,國總,4038,3072
751,的成,4036,3457
752,兆豐,4036,1023
753,近年,4023,3518
754,則是,4023,3539
755,建設,4013,2554
756,晚間,4012,3271
757,政黨,4010,2430
758,統府,4008,2238
759,的主,4007,3548
760,朋友,4003,2631
761,執政,3995,2563
762,公告,3995,2918
763,訪問,3992,2894
764,市府,3990,1638
765,時陰,3973,724
766,天下,3968,3440
767,縣市,3965,2149
768,專家,3958,2928
769,多元,3958,3007
770,也可,3951,3538
771,質疑,3949,3017
772,一度,3946,3207
773,德國,3942,2111
774,工會,3941,1221
775,的地,3938,3250
776,立場,3937,2845
777,考量,3936,3270
778,景氣,3933,2375
779,體驗,3932,2284
780,的情,3931,3472
781,帶來,3928,3334
782,提醒,3927,3199
783,期待,3924,3181
784,的資,3917,3247
785,方向,3914,3195
786,重新,3908,3124
787,建築,3907,1801
788,聯盟,3906,2463
789,正在,3906,3398
790,一名,3902,2999
791,此次,3901,3117
792,經過,3895,3489
793,會今,3893,3483
794,公里,3886,2293
795,反對,3882,2623
796,生的,3881,3289
797,秘書,3880,2759
798,土地,3879,1960
799,預算,3877,1930
800,呈現,3876,3188
801,附近,3874,3218
802,在國,3871,3367
803,上半,3870,2359
804,結束,3860,3336
805,包含,3858,3365
806,不可,3856,3273
807,匯率,3850,1941
808,都會,3840,3328
809,來到,3840,2752
810,多數,3837,3225
811,品質,3832,2648
812,研院,3829,1226
813,領導,3827,2804
814,保障,3822,2464
815,一樣,3822,3277
816,鼓勵,3820,2972
817,三星,3817,1213
818,並不,3811,3401
819,達成,3809,3027
820,例如,3809,3275
821,商業,3805,2699
822,天上,3804,3378
823,太陽,3788,1523
824,退休,3784,1543
825,多人,3777,3238
826,行長,3773,3023
827,衛生,3768,2112
828,泰國,3762,1292
829,內政,3753,2038
830,模式,3745,2701
831,部門,3739,2723
832,原則,3739,2672
833,學習,3735,2192
834,南亞,3732,1880
835,環保,3729,1885
836,晴時,3727,566
837,我國,3716,2016
838,後續,3716,3035
839,導體,3703,1683
840,布局,3702,2634
841,達電,3695,1140
842,就業,3694,2059
843,半導,3694,1671
844,己的,3689,3056
845,級陣,3684,500
846,打造,3683,2800
847,象局,3677,1624
848,首度,3676,3141
849,購買,3670,2584
850,一些,3667,3054
851,產能,3651,1868
852,生技,3651,1366
853,就會,3649,3108
854,教授,3646,2450
855,事務,3645,2638
856,偏北,3638,594
857,合國,3632,2048
858,共和,3629,1957
859,傳出,3627,3028
860,清楚,3619,2960
861,啟動,3614,2933
862,貨幣,3612,1949
863,是要,3600,3089
864,年以,3595,2950
865,上海,3593,1818
866,最低,3589,2731
867,長榮,3588,818
868,累計,3588,2690
869,展望,3588,2805
870,即將,3582,3302
871,期貨,3581,1441
872,下滑,3578,2527
873,快速,3576,2923
874,仍有,3574,3192
875,會上,3565,3150
876,訊息,3559,2743
877,盤中,3559,2234
878,提到,3556,2886
879,採取,3556,2946
880,成員,3556,2637
881,是不,3552,3040
882,孩子,3543,1498
883,升息,3539,1714
884,網友,3538,1643
885,在這,3537,3142
886,通訊,3535,2500
887,訂單,3535,2048
888,家的,3535,3030
889,水準,3527,2819
890,衝擊,3524,2842
891,公共,3523,2311
892,跌幅,3522,2049
893,主張,3517,2387
894,偏南,3509,573
895,安排,3508,2719
896,創造,3508,2825
897,後的,3498,3136
898,這種,3494,2842
899,爭取,3488,2752
900,決議,3486,2338
901,族群,3486,2349
902,會在,3486,3142
903,科學,3484,2005
904,利益,3481,2385
905,金控,3480,1454
906,用戶,3480,1534
907,已有,3479,3204
908,聯網,3478,1603
909,尊重,3478,2591
910,局長,3476,2553
911,官方,3475,2606
912,系列,3470,2335
913,成的,3465,3075
914,長的,3463,3099
915,巴馬,3463,1332
916,資本,3462,2191
917,定的,3462,3056
918,死亡,3461,2242
919,收入,3461,1979
920,部雨,3456,385
921,轉偏,3454,665
922,商機,3451,2420
923,月營,3442,1764
924,為台,3440,2975
925,條件,3440,2645
926,透露,3435,2965
927,態度,3435,2807
928,分鐘,3433,2434
929,首次,3423,2968
930,左右,3422,3008
931,新興,3417,1855
932,裝置,3409,2039
933,的關,3408,2965
934,多年,3408,3022
935,歐巴,3403,1288
936,臺灣,3402,1040
937,新竹,3400,1855
938,國政,3400,2411
939,理事,3399,2486
940,純益,3398,1431
941,訓練,3396,1928
942,大型,3391,2639
943,並未,3390,3039
944,青年,3388,1600
945,花蓮,3384,1847
946,條例,3384,1691
947,在中,3382,2843
948,擔心,3379,2876
949,具有,3373,2938
950,的最,3372,3075
951,對外,3372,2775
952,台電,3366,932
953,的行,3359,2914
954,有限,3357,2640
955,告訴,3357,2780
956,雄市,3355,2113
957,多的,3355,2958
958,仲裁,3353,931
959,而且,3351,2940
960,出來,3344,2729
961,灣人,3342,2104
962,正常,3342,2535
963,在大,3335,2725
964,公室,3335,2360
965,強化,3334,2663
966,晴天,3331,262
967,浪至,3326,605
968,相信,3323,2802
969,最近,3318,2948
970,專案,3310,2192
971,國外,3305,2551
972,受惠,3304,2582
973,產生,3296,2729
974,進口,3293,1625
975,間的,3292,2951
976,性的,3292,2882
977,的公,3284,2728
978,富邦,3282,1178
979,恢復,3281,2433
980,的產,3272,2630
981,黨產,3271,799
982,各國,3270,2495
983,來說,3269,2842
984,統一,3262,1608
985,人口,3252,1933
986,順利,3240,2779
987,購物,3239,1523
988,歡迎,3239,2626
989,事情,3239,2506
990,將會,3235,2815
991,批評,3231,2554
992,歲的,3230,2550
993,的發,3225,2783
994,開盤,3220,2255
995,意外,3216,2330
996,晶片,3211,1331
997,公平,3211,1775
998,的中,3210,2802
999,費用,3209,2058
1000,在地,3208,2490
1001,日月,3204,826
1002,願意,3200,2596
1003,法規,3199,2309
1004,重點,3197,2714
1005,發行,3193,1612
1006,損失,3193,1882
1007,中獎,3189,784
1008,公投,3187,1475
1009,精神,3181,2283
1010,天氣,3177,1811
1011,內部,3166,2521
1012,要是,3165,2872
1013,陰短,3162,340
1014,展現,3160,2667
1015,區的,3157,2648
1016,指標,3153,2250
1017,小組,3153,1959
1018,逐漸,3149,2715
1019,而是,3148,2806
1020,時表,3145,2946
1021,預測,3144,2058
1022,看好,3144,2463
1023,動能,3138,2476
1024,的高,3136,2800
1025,人事,3136,1913
1026,信心,3135,2447
1027,夥伴,3133,2255
1028,必要,3126,2642
1029,他表,3125,2779
1030,收盤,3116,2297
1031,力的,3115,2761
1032,毛利,3114,1702
1033,宏達,3114,900
1034,長陳,3110,2772
1035,或是,3107,2701
1036,韓國,3106,1744
1037,房屋,3104,1165
1038,嘉義,3102,1663
1039,和黨,3094,1617
1040,在美,3093,2517
1041,興航,3092,614
1042,先前,3091,2770
1043,貢獻,3088,2394
1044,書長,3087,2166
1045,午轉,3087,672
1046,恐怖,3082,1542
1047,控制,3079,2234
1048,機器,3075,1141
1049,知名,3074,2596
1050,百分,3072,1894
1051,岸關,3067,1476
1052,財務,3066,2231
1053,新社,3059,2757
1054,會中,3059,2605
1055,前的,3059,2820
1056,的生,3054,2550
1057,黨主,3049,1881
1058,都不,3049,2749
1059,全年,3049,2136
1060,結構,3041,2263
1061,突破,3037,2557
1062,草案,3036,1546
1063,考慮,3036,2486
1064,的影,3034,2619
1065,尚未,3033,2732
1066,分享,3030,2366
1067,獨立,3026,2106
1068,位於,3026,2587
1069,農業,3018,1380
1070,譯者,3017,3010
1071,其實,3016,2554
1072,飯店,3014,1407
1073,與台,3011,2492
1074,國泰,3011,1347
1075,人壽,3009,899
1076,平島,3008,670
1077,馬總,3006,1119
1078,高的,3004,2674
1079,分行,2995,954
1080,目的,2994,2663
1081,優勢,2991,2402
1082,主題,2990,2079
1083,自行,2989,2062
1084,提案,2987,1640
1085,儘管,2984,2695
1086,人力,2983,1844
1087,創業,2980,1278
1088,秀柱,2979,885
1089,者的,2978,2560
1090,的第,2977,2661
1091,截至,2975,2572
1092,事實,2975,2392
1093,洪秀,2973,890
1094,範圍,2971,2431
1095,有助,2970,2578
1096,中小,2970,1718
1097,起來,2969,2566
1098,有些,2967,2434
1099,大廠,2967,2305
1100,機率,2964,2312
1101,幫助,2964,2428
1102,的工,2962,2431
1103,晨轉,2960,651
1104,是因,2960,2677
1105,衰退,2952,1760
1106,再轉,2948,703
1107,兩個,2948,2546
1108,住民,2948,899
1109,屏東,2946,1762
1110,限制,2945,2190
1111,檢討,2943,2029
1112,承諾,2942,2242
1113,就可,2941,2530
1114,容易,2936,2477
1115,飛彈,2935,935
1116,音樂,2935,1113
1117,民調,2935,1390
1118,創下,2935,2453
1119,不足,2935,2369
1120,的不,2933,2628
1121,重視,2931,2512
1122,立即,2931,2481
1123,下來,2930,2617
1124,月光,2924,672
1125,亞太,2923,1673
1126,掌握,2921,2380
1127,警察,2920,1595
1128,感謝,2917,2181
1129,怎麼,2915,2356
1130,落實,2912,2315
1131,有不,2908,2648
1132,上周,2908,1985
1133,會員,2906,1555
1134,復興,2906,1011
1135,反彈,2906,2016
1136,三大,2906,2316
1137,化的,2902,2526
1138,修法,2902,1554
1139,上任,2902,2297
1140,兌美,2899,1548
1141,動的,2897,2623
1142,幾乎,2895,2638
1143,自動,2892,1670
1144,與國,2878,2411
1145,台大,2875,1467
1146,互動,2875,2076
1147,不得,2870,2169
1148,覺得,2868,2292
1149,北轉,2868,611
1150,動物,2864,1043
1151,照顧,2863,1623
1152,南市,2863,1870
1153,用的,2861,2472
1154,變化,2859,2363
1155,大量,2857,2367
1156,民間,2852,2014
1157,作的,2848,2527
1158,當局,2844,2066
1159,下的,2844,2597
1160,西南,2841,931
1161,維護,2840,2168
1162,動部,2836,1110
1163,浩鼎,2831,740
1164,幅度,2824,2197
1165,濟成,2823,1769
1166,他也,2823,2517
1167,台東,2821,1186
1168,總裁,2818,2032
1169,最多,2811,2301
1170,工廠,2811,1688
1171,比重,2810,1928
1172,作品,2810,1236
1173,行銷,2806,1817
1174,旅行,2805,1379
1175,年營,2800,1976
1176,詢問,2797,2394
1177,辦法,2796,2252
1178,電話,2785,1973
1179,年金,2784,945
1180,確認,2783,2183
1181,中信,2783,833
1182,高度,2781,2366
1183,行業,2779,1810
1184,比例,2779,2015
1185,中市,2774,1778
1186,來最,2773,2120
1187,月的,2772,2332
1188,部會,2768,1854
1189,身分,2767,2005
1190,中午,2765,2253
1191,畢業,2764,1536
1192,臨時,2761,1924
1193,影片,2759,1434
1194,權證,2758,367
1195,一天,2753,2263
1196,線上,2750,1783
1197,前已,2750,2577
1198,季營,2747,1755
1199,東京,2744,1595
1200,論壇,2743,1618
1201,主持,2743,2272
1202,違反,2741,1946
1203,國軍,2741,1256
1204,中研,2740,836
1205,金門,2737,1501
1206,確保,2737,2301
1207,宜蘭,2737,1770
1208,內的,2736,2454
1209,在今,2735,2551
1210,中共,2735,1221
1211,利亞,2732,1333
1212,綜合,2731,2266
1213,相較,2731,2377
1214,項目,2730,2003
1215,學院,2728,1695
1216,期的,2726,2371
1217,通路,2725,1664
1218,柯文,2725,892
1219,業界,2724,2035
1220,治療,2723,1337
1221,全力,2721,2235
1222,陰時,2718,627
1223,各種,2713,2377
